region,date,"case fatality rate (cfr) -  
 confirmed & probable cases",case fatality rate (cfr) - confirmed & probable cases,contacts lost to follow-up,contacts seen,"contacts who completed 21 day  
 follow-up",contacts who completed 21 day follow-up,cumulative (confirmed + probable + suspected),cumulative (confirmed + probable + suspects),cumulative cfr,cumulative admission/isolation,cumulative cases among hcw,"cumulative confirmed, probable and suspected cases",cumulative deaths among hcw,currently under follow-up,new case/s (probable),new case/s (suspected),new admissions,new case/s (confirmed),newly reported cases in hcw,newly reported deaths in hcw,newly reported contacts,newly reported deaths,specimens collected,specimens pending for testing,total case/s (probable),total case/s (suspected),"total number of confirmed cases  
 of guinean nationality","total number of confirmed cases  
 of sierra leonean nationality",total number of confirmed cases of guinean nationality,total number of confirmed cases of sierra leonean nationality,total case/s (confirmed),total confirmed cases,total contacts listed,total death/s in confirmed cases,"total death/s in confirmed,  
 probable, suspected cases","total death/s in confirmed,  probable, suspected cases","total death/s in confirmed, probable, suspected cases",total death/s in probable cases,total death/s in suspected cases,total discharges,"total no. currently in treatment  
 units",total no. currently in treatment units,total probable cases,total specimens tested,total suspected cases
margibi county,2014-11-19,,,0.0,2013.0,0.0,,,,,,69.0,1214.0,37.0,2013.0,1.0,4.0,,,0.0,0.0,45.0,0.0,,,,,,,,,,336.0,,,534.0,,,,,,,,482.0,,396.0
maryland county,2014-11-19,,,0.0,17.0,0.0,,,,,,1.0,21.0,0.0,17.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,17.0,,,,,,,,2.0,,15.0
montserrado county,2014-11-19,,,0.0,3140.0,146.0,,,,,,172.0,3921.0,80.0,3148.0,3.0,12.0,5.0,,0.0,0.0,211.0,11.0,,,,,,,,,,1584.0,,,1576.0,,,,,,55.0,,737.0,,1600.0
nimba county,2014-11-19,,,0.0,32.0,18.0,,,,,,12.0,326.0,2.0,32.0,1.0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,110.0,,,50.0,,,,,,1.0,,136.0,,80.0
river gee county,2014-11-19,,,0.0,0.0,0.0,,,,,,2.0,19.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,8.0,,,,,,,,5.0,,7.0
rivercess county,2014-11-19,,,0.0,91.0,0.0,,,,,,0.0,42.0,0.0,91.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,17.0,,,25.0,,,,,,,,16.0,,9.0
sinoe county,2014-11-19,,,0.0,64.0,0.0,,,,,,1.0,31.0,0.0,82.0,0.0,1.0,,,0.0,0.0,18.0,2.0,,,,,,,,,,18.0,,,11.0,,,,,,,,3.0,,10.0
bomi county,2014-11-20,,,0.0,226.0,0.0,,,,,,18.0,285.0,14.0,318.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,158.0,,,,,,3.0,,,,84.0
bong county,2014-11-20,,,0.0,198.0,0.0,,,,,,29.0,308.0,16.0,198.0,3.0,4.0,6.0,,0.0,0.0,14.0,6.0,,,,,,,,,,,,,88.0,,,,,,35.0,,,,173.0
gbarpolu county,2014-11-20,,,0.0,31.0,15.0,,,,,,0.0,20.0,0.0,57.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0,,,,,,,,,,10.0
grand bassa,2014-11-20,,,29.0,30.0,1.0,,,,,,8.0,139.0,4.0,59.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,60.0,,,,,,,,,,39.0
grand cape mount,2014-11-20,,,0.0,286.0,2.0,,,,,,7.0,96.0,3.0,286.0,1.0,1.0,,,0.0,0.0,18.0,0.0,,,,,,,,,,,,,54.0,,,,,,,,,,38.0
grand gedeh,2014-11-20,,,0.0,1.0,0.0,,,,,,1.0,10.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0,,,,,,,,,,8.0
grand kru,2014-11-20,,,0.0,0.0,0.0,,,,,,0.0,34.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,25.0,,,,,,,,,,14.0
lofa county,2014-11-20,,,0.0,100.0,0.0,,,,,,22.0,641.0,16.0,102.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,376.0,,,,,,0.0,,,,167.0
margibi county,2014-11-20,,,0.0,2013.0,0.0,,,,,,69.0,1225.0,37.0,2013.0,0.0,3.0,,,0.0,0.0,45.0,0.0,,,,,,,,,,,,,534.0,,,,,,,,,,398.0
maryland county,2014-11-20,,,0.0,17.0,0.0,,,,,,1.0,21.0,0.0,17.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,17.0,,,,,,,,,,15.0
montserrado county,2014-11-20,,,0.0,3140.0,146.0,,,,,,172.0,3961.0,80.0,3148.0,7.0,18.0,5.0,,0.0,0.0,211.0,24.0,,,,,,,,,,,,,1576.0,,,,,,55.0,,,,1630.0
nimba county,2014-11-20,,,0.0,32.0,18.0,,,,,,12.0,326.0,2.0,32.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50.0,,,,,,1.0,,,,80.0
river gee county,2014-11-20,,,0.0,0.0,0.0,,,,,,2.0,19.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0,,,,,,,,,,7.0
rivercess county,2014-11-20,,,0.0,91.0,0.0,,,,,,0.0,44.0,0.0,91.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,25.0,,,,,,,,,,9.0
sinoe county,2014-11-20,,,0.0,64.0,0.0,,,,,,1.0,32.0,0.0,82.0,0.0,0.0,,,0.0,0.0,18.0,0.0,,,,,,,,,,,,,11.0,,,,,,,,,,11.0
bomi county,2014-11-21,,,0.0,160.0,0.0,,,,,,18.0,285.0,14.0,166.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,135.0,,,158.0,,,,,,6.0,,66.0,,84.0
bong county,2014-11-21,,,0.0,232.0,0.0,,,,,,29.0,308.0,16.0,232.0,0.0,5.0,5.0,,0.0,0.0,0.0,3.0,,,,,,,,,,103.0,,,88.0,,,,,,30.0,,32.0,,173.0
gbarpolu county,2014-11-21,,,0.0,31.0,2.0,,,,,,0.0,20.0,0.0,57.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,5.0,,,,,,,,3.0,,10.0
grand bassa,2014-11-21,,,0.0,63.0,0.0,,,,,,8.0,143.0,4.0,90.0,1.0,3.0,,,0.0,0.0,32.0,1.0,,,,,,,,,,33.0,,,60.0,,,,,,,,68.0,,42.0
grand cape mount,2014-11-21,,,0.0,335.0,6.0,,,,,,7.0,96.0,3.0,335.0,6.0,0.0,,,0.0,0.0,30.0,1.0,,,,,,,,,,32.0,,,54.0,,,,,,,,26.0,,38.0
grand gedeh,2014-11-21,,,0.0,1.0,0.0,,,,,,1.0,10.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,,,5.0,,,,,,,,0.0,,8.0
grand kru,2014-11-21,,,10.0,0.0,0.0,,,,,,0.0,34.0,0.0,72.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,25.0,,,,,,,,16.0,,14.0
lofa county,2014-11-21,,,0.0,67.0,0.0,,,,,,22.0,641.0,16.0,67.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,325.0,,,376.0,,,,,,0.0,,149.0,,167.0
margibi county,2014-11-21,,,0.0,1350.0,0.0,,,,,,69.0,1225.0,37.0,1980.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,344.0,,,536.0,,,,,,,,483.0,,398.0
maryland county,2014-11-21,,,0.0,27.0,0.0,,,,,,1.0,21.0,0.0,27.0,0.0,1.0,,,0.0,0.0,10.0,0.0,,,,,,,,,,4.0,,,17.0,,,,,,,,2.0,,15.0
montserrado county,2014-11-21,,,6.0,3132.0,107.0,,,,,,172.0,3961.0,80.0,3138.0,11.0,9.0,18.0,,0.0,0.0,91.0,8.0,,,,,,,,,,1584.0,,,1598.0,,,,,,123.0,,747.0,,1630.0
nimba county,2014-11-21,,,0.0,0.0,0.0,,,,,,12.0,326.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,110.0,,,50.0,,,,,,5.0,,136.0,,80.0
river gee county,2014-11-21,,,0.0,0.0,0.0,,,,,,2.0,19.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,8.0,,,,,,,,5.0,,7.0
rivercess county,2014-11-21,,,0.0,30.0,61.0,,,,,,0.0,44.0,0.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,18.0,,,25.0,,,,,,,,17.0,,9.0
sinoe county,2014-11-21,,,0.0,82.0,0.0,,,,,,1.0,32.0,0.0,82.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,18.0,,,11.0,,,,,,,,3.0,,11.0
bomi county,2014-11-23,,,4.0,162.0,0.0,,,,,,18.0,285.0,14.0,166.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,135.0,,,158.0,,,,,,4.0,,66.0,,84.0
bong county,2014-11-23,,,0.0,217.0,15.0,,,,,,29.0,307.0,16.0,217.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,103.0,,,88.0,,,,,,28.0,,32.0,,172.0
gbarpolu county,2014-11-23,,,26.0,31.0,0.0,,,,,,0.0,20.0,0.0,57.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,5.0,,,,,,,,3.0,,10.0
grand bassa,2014-11-23,,,5.0,63.0,0.0,,,,,,8.0,139.0,4.0,85.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,33.0,,,60.0,,,,,,,,67.0,,39.0
grand cape mount,2014-11-23,,,0.0,318.0,0.0,,,,,,8.0,132.0,4.0,318.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,38.0,,,68.0,,,,,,,,48.0,,46.0
grand gedeh,2014-11-23,,,0.0,1.0,0.0,,,,,,1.0,10.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,,,5.0,,,,,,,,0.0,,8.0
grand kru,2014-11-23,,,0.0,60.0,0.0,,,,,,0.0,34.0,0.0,72.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,25.0,,,,,,,,16.0,,14.0
lofa county,2014-11-23,,,10.0,67.0,0.0,,,,,,22.0,641.0,16.0,67.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,325.0,,,376.0,,,,,,0.0,,149.0,,167.0
margibi county,2014-11-23,,,0.0,1110.0,0.0,,,,,,69.0,1225.0,37.0,2082.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,344.0,,,536.0,,,,,,,,483.0,,398.0
maryland county,2014-11-23,,,0.0,27.0,0.0,,,,,,1.0,21.0,0.0,27.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,17.0,,,,,,,,2.0,,15.0
montserrado county,2014-11-23,,,0.0,3039.0,52.0,,,,,,172.0,3962.0,80.0,3047.0,0.0,4.0,6.0,,0.0,0.0,18.0,3.0,,,,,,,,,,1590.0,,,1597.0,,,,,,108.0,,743.0,,1629.0
nimba county,2014-11-23,,,8.0,0.0,0.0,,,,,,12.0,326.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,110.0,,,50.0,,,,,,7.0,,136.0,,80.0
river gee county,2014-11-23,,,0.0,0.0,0.0,,,,,,2.0,18.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,8.0,,,,,,,,5.0,,6.0
rivercess county,2014-11-23,,,0.0,30.0,0.0,,,,,,0.0,44.0,0.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,18.0,,,25.0,,,,,,,,17.0,,9.0
sinoe county,2014-11-23,,,0.0,27.0,0.0,,,,,,1.0,32.0,0.0,102.0,0.0,1.0,,,0.0,0.0,20.0,0.0,,,,,,,,,,18.0,,,11.0,,,,,,,,3.0,,11.0
bomi county,2014-11-24,,,4.0,162.0,0.0,,,,,,18.0,285.0,14.0,166.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,135.0,,,127.0,,,,,,4.0,,66.0,,84.0
bong county,2014-11-24,,,0.0,211.0,6.0,,,,,,30.0,309.0,16.0,211.0,0.0,3.0,0.0,,0.0,0.0,0.0,2.0,,,,,,,,,,105.0,,,220.0,,,,,,28.0,,31.0,,173.0
gbarpolu county,2014-11-24,,,25.0,30.0,1.0,,,,,,0.0,20.0,0.0,56.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,15.0,,,,,,,,3.0,,10.0
grand bassa,2014-11-24,,,9.0,72.0,4.0,,,,,,8.0,139.0,4.0,81.0,1.0,0.0,,,0.0,0.0,8.0,0.0,,,,,,,,,,33.0,,,79.0,,,,,,,,67.0,,39.0
grand cape mount,2014-11-24,,,0.0,352.0,24.0,,,,,,8.0,133.0,4.0,352.0,0.0,1.0,,,0.0,0.0,34.0,1.0,,,,,,,,,,39.0,,,64.0,,,,,,,,49.0,,45.0
grand gedeh,2014-11-24,,,0.0,1.0,0.0,,,,,,1.0,10.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,,,5.0,,,,,,,,0.0,,8.0
grand kru,2014-11-24,,,10.0,60.0,0.0,,,,,,0.0,35.0,0.0,72.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,9.0,,,,,,,,17.0,,14.0
lofa county,2014-11-24,,,0.0,66.0,1.0,,,,,,22.0,644.0,16.0,66.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,325.0,,,261.0,,,,,,0.0,,149.0,,170.0
margibi county,2014-11-24,,,0.0,1105.0,0.0,,,,,,69.0,1218.0,38.0,2096.0,0.0,4.0,,,0.0,0.0,14.0,0.0,,,,,,,,,,350.0,,,682.0,,,,,,,,475.0,,393.0
maryland county,2014-11-24,,,0.0,27.0,0.0,,,,,,1.0,21.0,0.0,27.0,0.0,0.0,,,0.0,0.0,12.0,0.0,,,,,,,,,,4.0,,,4.0,,,,,,,,2.0,,15.0
montserrado county,2014-11-24,,,10.0,2986.0,72.0,,,,,,172.0,4010.0,80.0,2987.0,3.0,12.0,6.0,,0.0,0.0,80.0,11.0,,,,,,,,,,1595.0,,,2392.0,,,,,,108.0,,756.0,,1659.0
nimba county,2014-11-24,,,0.0,0.0,0.0,,,,,,12.0,322.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,111.0,,,272.0,,,,,,7.0,,131.0,,80.0
river gee county,2014-11-24,,,0.0,0.0,0.0,,,,,,2.0,18.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,10.0,,,,,,,,5.0,,6.0
rivercess county,2014-11-24,,,0.0,30.0,0.0,,,,,,0.0,44.0,0.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,18.0,,,19.0,,,,,,,,17.0,,9.0
sinoe county,2014-11-24,,,,36.0,15.0,,,,,,1.0,36.0,0.0,87.0,0.0,0.0,,,0.0,0.0,12.0,0.0,,,,,,,,,,18.0,,,22.0,,,,,,,,3.0,,15.0
bomi county,2014-11-26,,,0.0,138.0,0.0,,,,,,18.0,288.0,14.0,138.0,4.0,0.0,4.0,,0.0,0.0,3.0,0.0,,,,,,,,,,135.0,,,158.0,,,,,0.0,6.0,,69.0,,84.0
bong county,2014-11-26,,,0.0,211.0,0.0,,,,,,30.0,309.0,16.0,211.0,0.0,0.0,0.0,,0.0,0.0,0.0,12.0,,,,,,,,,,105.0,,,89.0,,,,,0.0,20.0,,31.0,,173.0
gbarpolu county,2014-11-26,,,27.0,27.0,0.0,,,,,,0.0,20.0,0.0,54.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,5.0,,,,,0.0,0.0,,3.0,,10.0
grand bassa,2014-11-26,,,9.0,62.0,10.0,,,,,,8.0,141.0,4.0,71.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,35.0,,,62.0,,,,,0.0,0.0,,66.0,,40.0
grand cape mount,2014-11-26,,,2.0,335.0,14.0,,,,,,8.0,134.0,4.0,335.0,0.0,1.0,0.0,,0.0,0.0,21.0,0.0,,,,,,,,,,39.0,,,69.0,,,,,0.0,0.0,,50.0,,45.0
grand gedeh,2014-11-26,,,0.0,1.0,0.0,,,,,,0.0,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,,,5.0,,,,,0.0,0.0,,0.0,,8.0
grand kru,2014-11-26,,,10.0,60.0,0.0,,,,,,0.0,35.0,0.0,72.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,26.0,,,,,0.0,0.0,,17.0,,14.0
lofa county,2014-11-26,,,0.0,66.0,0.0,,,,,,22.0,644.0,16.0,66.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,325.0,,,383.0,,,,,0.0,0.0,,149.0,,170.0
margibi county,2014-11-26,,,0.0,1501.0,0.0,,,,,,69.0,1227.0,38.0,2119.0,1.0,1.0,2.0,,0.0,0.0,17.0,0.0,,,,,,,,,,354.0,,,546.0,,,,,0.0,9.0,,475.0,,398.0
maryland county,2014-11-26,,,0.0,27.0,0.0,,,,,,1.0,21.0,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,,17.0,,,,,0.0,0.0,,2.0,,15.0
montserrado county,2014-11-26,,,4.0,2987.0,75.0,,,,,,174.0,4029.0,80.0,2991.0,5.0,14.0,14.0,,3.0,0.0,207.0,7.0,,,,,,,,,,1594.0,,,1622.0,,,,,25.0,108.0,,760.0,,1675.0
nimba county,2014-11-26,,,0.0,0.0,0.0,,,,,,12.0,322.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,111.0,,,50.0,,,,,0.0,6.0,,131.0,,80.0
river gee county,2014-11-26,,,0.0,0.0,0.0,,,,,,2.0,18.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,,,8.0,,,,,0.0,0.0,,5.0,,6.0
rivercess county,2014-11-26,,,0.0,31.0,0.0,,,,,,0.0,44.0,0.0,31.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,18.0,,,25.0,,,,,0.0,0.0,,17.0,,9.0
sinoe county,2014-11-26,,,36.0,51.0,0.0,,,,,,1.0,36.0,0.0,87.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,18.0,,,14.0,,,,,0.0,0.0,,3.0,,15.0
bomi county,2014-11-27,,,0.0,142.0,0.0,,,,,,18.0,288.0,14.0,142.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,135.0,4.0,,158.0,,,,,0.0,7.0,,69.0,,84.0
bong county,2014-11-27,,,0.0,202.0,9.0,,,,,,30.0,309.0,16.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,105.0,0.0,,89.0,,,,,6.0,18.0,,31.0,,173.0
gbarpolu county,2014-11-27,,,27.0,27.0,0.0,,,,,,0.0,20.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,7.0,0.0,,5.0,,,,,0.0,0.0,,3.0,,10.0
grand bassa,2014-11-27,,,0.0,65.0,0.0,,,,,,8.0,141.0,4.0,73.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,35.0,2.0,,62.0,,,,,0.0,0.0,,66.0,,40.0
grand cape mount,2014-11-27,,,0.0,350.0,14.0,,,,,,8.0,134.0,4.0,350.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,,,,,,,,,,39.0,20.0,,69.0,,,,,0.0,0.0,,50.0,,45.0
grand gedeh,2014-11-27,,,0.0,1.0,0.0,,,,,,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,2.0,0.0,,5.0,,,,,0.0,0.0,,0.0,,8.0
grand kru,2014-11-27,,,10.0,60.0,0.0,,,,,,0.0,35.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,4.0,0.0,,26.0,,,,,0.0,0.0,,17.0,,14.0
lofa county,2014-11-27,,,0.0,66.0,0.0,,,,,,22.0,644.0,16.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,325.0,0.0,,383.0,,,,,0.0,0.0,,149.0,,170.0
margibi county,2014-11-27,,,0.0,1713.0,0.0,,,,,,69.0,1227.0,38.0,2143.0,2.0,2.0,3.0,0.0,0.0,0.0,,1.0,,,,,,,,,,354.0,44.0,,546.0,,,,,0.0,12.0,,475.0,,398.0
maryland county,2014-11-27,,,0.0,27.0,0.0,,,,,,1.0,21.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,4.0,0.0,,17.0,,,,,0.0,0.0,,2.0,,15.0
montserrado county,2014-11-27,,,0.0,3094.0,157.0,,,,,,174.0,4029.0,80.0,3107.0,5.0,18.0,3.0,10.0,0.0,0.0,,14.0,,,,,,,,,,1594.0,99.0,,1622.0,,,,,13.0,91.0,,760.0,,1675.0
nimba county,2014-11-27,,,0.0,0.0,0.0,,,,,,12.0,322.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,111.0,0.0,,50.0,,,,,0.0,6.0,,131.0,,80.0
river gee county,2014-11-27,,,0.0,0.0,0.0,,,,,,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,7.0,0.0,,8.0,,,,,0.0,0.0,,5.0,,6.0
rivercess county,2014-11-27,,,0.0,31.0,0.0,,,,,,0.0,44.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,18.0,0.0,,25.0,,,,,0.0,0.0,,17.0,,9.0
sinoe county,2014-11-27,,,36.0,51.0,0.0,,,,,,1.0,36.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,18.0,0.0,,14.0,,,,,0.0,0.0,,3.0,,15.0
bomi county,2014-11-28,,,0.0,142.0,0.0,,,,,,18.0,288.0,14.0,142.0,,,2.0,0.0,0.0,0.0,4.0,,,,,,,,,,,135.0,,,158.0,,,,,0.0,8.0,,69.0,,84.0
bong county,2014-11-28,,,0.0,202.0,9.0,,,,,,41.0,558.0,16.0,202.0,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,135.0,,,124.0,,,,,8.0,12.0,,32.0,,391.0
gbarpolu county,2014-11-28,,,27.0,27.0,0.0,,,,,,0.0,38.0,0.0,54.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,10.0,,,,,0.0,0.0,,3.0,,25.0
grand bassa,2014-11-28,,,0.0,65.0,0.0,,,,,,8.0,146.0,4.0,73.0,,,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,35.0,,,62.0,,,,,0.0,0.0,,68.0,,43.0
grand cape mount,2014-11-28,,,2.0,110.0,14.0,,,,,,8.0,135.0,4.0,313.0,,,0.0,0.0,0.0,0.0,110.0,,,,,,,,,,,40.0,,,70.0,,,,,0.0,0.0,,50.0,,45.0
grand gedeh,2014-11-28,,,0.0,1.0,0.0,,,,,,0.0,10.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,,5.0,,,,,0.0,0.0,,0.0,,8.0
grand kru,2014-11-28,,,10.0,60.0,0.0,,,,,,0.0,35.0,0.0,72.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,,,26.0,,,,,0.0,0.0,,17.0,,14.0
lofa county,2014-11-28,,,0.0,66.0,0.0,,,,,,22.0,645.0,16.0,66.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,325.0,,,384.0,,,,,0.0,0.0,,149.0,,171.0
margibi county,2014-11-28,,,17.0,1713.0,0.0,,,,,,70.0,1253.0,38.0,2143.0,,,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,360.0,,,550.0,,,,,0.0,17.0,,478.0,,415.0
maryland county,2014-11-28,,,0.0,27.0,0.0,,,,,,1.0,21.0,0.0,27.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,,,17.0,,,,,0.0,0.0,,2.0,,15.0
montserrado county,2014-11-28,,,0.0,3066.0,128.0,,,,,,177.0,4083.0,80.0,3073.0,,,14.0,4.0,0.0,0.0,136.0,,,,,,,,,,,1594.0,,,1639.0,,,,,7.0,94.0,,771.0,,1718.0
nimba county,2014-11-28,,,0.0,0.0,0.0,,,,,,12.0,322.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,114.0,,,53.0,,,,,0.0,6.0,,128.0,,80.0
river gee county,2014-11-28,,,0.0,0.0,0.0,,,,,,3.0,19.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,,,8.0,,,,,0.0,0.0,,5.0,,7.0
rivercess county,2014-11-28,,,0.0,31.0,0.0,,,,,,0.0,44.0,0.0,31.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18.0,,,25.0,,,,,0.0,0.0,,17.0,,9.0
sinoe county,2014-11-28,,,36.0,51.0,0.0,,,,,,1.0,38.0,0.0,87.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18.0,,,14.0,,,,,0.0,0.0,,3.0,,17.0
bomi county,2014-11-29,,,0.0,202.0,9.0,,,,,,18.0,288.0,14.0,202.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,135.0,,,158.0,,,,,2.0,11.0,,69.0,,84.0
bong county,2014-11-29,,,27.0,27.0,0.0,,,,,,41.0,558.0,16.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,135.0,,,124.0,,,,,0.0,0.0,,32.0,,391.0
gbarpolu county,2014-11-29,,,0.0,65.0,0.0,,,,,,0.0,38.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10.0,,,10.0,,,,,0.0,0.0,,3.0,,25.0
grand bassa,2014-11-29,,,2.0,383.0,8.0,,,,,,8.0,147.0,4.0,399.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,,37.0,,,63.0,,,,,0.0,0.0,,66.0,,44.0
grand cape mount,2014-11-29,,,0.0,1.0,0.0,,,,,,8.0,135.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,40.0,,,70.0,,,,,0.0,0.0,,50.0,,45.0
grand gedeh,2014-11-29,,,10.0,60.0,0.0,,,,,,0.0,10.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,,,5.0,,,,,0.0,0.0,,0.0,,8.0
