region,date,cfr,contacts_followed,contacts_healthy,contacts_ill,contacts_not_seen,cum_completed_contacts,cum_confirmed,cum_contacts,cum_noncase,cum_probable,cum_suspected,death_confirmed,death_probable,death_suspected,etc_cum_admission,etc_cum_deaths,etc_cum_discharges,etc_currently_admitted,etc_new_admission,etc_new_deaths,etc_new_discharges,negative_corpse,new_completed_contacts,new_confirmed,new_contacts,new_negative,new_noncase,new_positive,new_probable,new_samples,new_suspected,pending,percent_seen,population,positive_corpse,repeat_samples,total_lab_samples
kenema,2014-09-13,55.5,640,625,0,15,1830,398,2495,479,0,27,221,0,4,507,188,85,62,0,1,1,,0,1,0,,5,,0,,4,,97%,653013,,,
koinadugu,2014-09-13,0.0,,,,,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-09-13,0,111,111,0,0,80,15,191,23,1,39,2,0,1,,,,,,,,,0,0,0,,0,,0,,0,,100%,325003,,,
moyamba,2014-09-13,35.3,55,55,0,0,149,17,206,28,0,2,6,0,0,,,,,,,,,0,0,0,,3,,0,,0,,100%,278119,,,
port loko,2014-09-13,11.2,1368,1360,3,0,498,143,1626,39,1,4,16,1,1,,,,,,,,,0,1,0,,0,,0,,0,,100%,557978,,,
pujehun,2014-09-13,10,138,137,1,0,195,10,333,4,0,1,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-09-13,6.5,371,371,0,0,182,31,553,28,0,2,2,0,0,,,,,,,,,0,1,0,,2,,0,,0,,100%,434937,,,
western area rural,2014-09-13,3.9,212,211,0,1,30,51,242,54,0,4,2,0,0,,,,,,,,,0,1,0,,8,,0,,0,,100%,263619,,,
western area urban,2014-09-13,2.8,364,362,0,2,436,109,800,171,1,8,3,1,1,,,,,,,,,0,7,0,,10,,0,,0,,100%,1040888,,,
bo,2014-09-01,31.4,288,285,1,2,298,51,586,76,1,1,16,0,0,,,,,,,,,0,1,5,,0,,0,,0,,98%,654142,,,
bombali,2014-09-01,13.6,386,379,6,1,108,44,494,20,1,1,6,0,0,,,,,,,,,8,0,10,,0,,0,,0,,99%,494139,,,
bonthe,2014-09-01,100,6,6,0,0,26,1,32,0,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
kailahun,2014-09-01,38.3,245,237,8,0,1070,470,1315,247,32,15,180,35,4,404,183,182,75,5,5,3,,53,1,28,,1,,0,,0,,100%,465048,,,
kambia,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,341690.0,,,
kenema,2014-09-01,50,645,645,0,0,1447,356,2068,409,0,11,178,0,4,294,180,69,,,,,,6,0,36,,0,,0,,0,,100%,653013,,,
koinadugu,2014-09-01,0.0,,,,,,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-09-01,0.0,56.0,53.0,3.0,0.0,0.0,4.0,106.0,19.0,1.0,34.0,2.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,1.0,,0.0,,1.0,,100.0,325003.0,,,
moyamba,2014-09-01,44.4,78,78,0,0,66,9,144,17,0,0,4,0,0,,,,,,,,,11,0,0,,0,,0,,0,,100%,278119,,,
port loko,2014-09-01,2.9,916,840,0,76,88,70,1004,19,1,3,2,1,1,,,,,,,,,0,0,93,,0,,0,,0,,92%,557978,,,
pujehun,2014-09-01,14.3,54,54,0,0,124,7,208,3,0,1,1,0,0,,,,,,,,,50,0,0,,0,,0,,1,,100%,335574,,,
tonkolili,2014-09-01,12.5,416,415,1,0,16,16,416,16,0,1,2,0,0,,,,,,,,,5,0,54,,0,,0,,0,,100%,434937,,,
western area rural,2014-09-01,6.3,142,142,0,0,0,32,142,18,0,2,2,0,0,,,,,,,,,0,4,7,,0,,0,,0,,100%,263619,,,
western area urban,2014-09-01,3.7,278,278,0,0,357,54,635,91,1,5,2,1,1,,,,,,,,,0,3,20,,1,,0,,0,,100%,1040888,,,
bo,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654142.0,,,
bombali,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494139.0,,,
bonthe,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168729.0,,,
kailahun,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465048.0,,,
kambia,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341690.0,,,
kenema,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653013.0,,,
koinadugu,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335471.0,,,
kono,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325003.0,,,
moyamba,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278119.0,,,
port loko,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557978.0,,,
pujehun,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335574.0,,,
tonkolili,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434937.0,,,
western area rural,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263619.0,,,
western area urban,2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040888.0,,,
bo,2014-10-15,40,306,298,0,8,661,138,967,130,1,45,55,43,3,66,20,22,25,6,0,0,,0,6,80,,2,,0,,4,,100%,654142,,,
bombali,2014-10-15,31,1648,1628,12,8,471,403,2119,215,1,61,124,14,18,,,,,,,,,0,1,16,,0,,0,,1,,98%,494139,,,
bonthe,2014-10-15,50,15,15,0,0,90,2,105,1,0,3,1,1,1,,,,,,,,,0,1,0,,0,,0,,1,,100%,168729,,,
hastings-f/town,2014-10-15,,,,,,,,,,,,,,,256.0,78.0,79.0,88.0,18.0,4.0,0.0,,,,,,,,,,,,,,,,
kailahun,2014-10-15,41,390,390,0,0,1688,537,2078,284,32,18,219,35,4,819,239,182,43,5,1,10,,8,1,25,,0,,0,,0,,100%,465048,,,
kambia,2014-10-15,36,260,260,0,0,152,25,412,13,0,3,9,9,6,,,,,,,,,0,0,0,,1,,0,,2,,100%,341690,,,
kenema,2014-10-15,52,333,288,0,39,2647,462,2980,693,0,61,240,0,4,,,,,,,,,6,1,35,,3,,0,,10,,99%,653013,,,
kenema (ifrc),2014-10-15,,,,,,,,,,,,,,,103.0,42.0,24.0,35.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
kenema (kgh),2014-10-15,,,,,,,,,,,,,,,504.0,254.0,307.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
koinadugu,2014-10-15,0.0,,,,,,2.0,,35.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-10-15,53,293,281,11,0,235,34,528,78,1,53,18,19,2,,,,,,,,,0,3,4,,10,,0,,5,,98%,325003,,,
moyamba,2014-10-15,36,375,375,0,0,488,80,863,59,0,22,29,19,6,,,,,,,,,0,3,20,,2,,0,,0,,100%,278119,,,
port loko,2014-10-15,14,3405,3344,17,44,589,425,3994,159,1,22,60,1,49,,,,,,,,,11,0,107,,0,,0,,12,,98%,557978,,,
pujehun,2014-10-15,50,380,380,0,0,469,24,949,7,0,5,12,2,3,,,,,,,,,0,0,0,,1,,0,,0,,100%,335574,,,
tonkolili,2014-10-15,26,1700,1700,0,0,680,138,2380,62,0,24,36,17,3,,,,,,,,,0,0,340,,0,,0,,9,,100%,434937,,,
western area,2014-10-15,40.0,,,,,,733.0,,854.0,1.0,92.0,140.0,4.0,10.0,,,,,,,,,,10.0,,,11.0,,0.0,,8.0,,,1304507.0,,,
western area rural,2014-10-15,,805,704,2,101,958,,1763,,,,,,,,,,,,,,,93,,190,,,,,,,,98%,,,,
western area urban,2014-10-15,,881,792,2,87,1170,,2051,,,,,,,,,,,,,,,54,,56,,,,,,,,98%,,,,
34 military hospital,2014-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bo,2014-09-27,18,,,,,,89,,88,1,19,16,0,0,,,,,,,,,,5,,,0,,0,,1,,,"654,142",,,
bombali,2014-09-27,4.9,,,,,,223,,97,1,8,11,0,0,,,,,,,,,,27,,,8,,0,,2,,,"494,139",,,
bonthe,2014-09-27,100,,,,,,1,,1,0,2,1,0,0,,,,,,,,,,0,,,0,,0,,0,,,"168,729",,,
kailahun,2014-09-27,39.7,,,,,,529,,280,32,18,210,35,4,686,226,132,49,10,1,6,,,0,,,0,,0,,0,,,"465,048",,,
kambia,2014-09-27,8.3,,,,,,12,,5,0,1,1,0,0,,,,,,,,,,0,,,0,,0,,0,,,"341,690",,,
kenema,2014-09-27,54.5,,,,,,426,,585,0,33,232,0,4,504,252,293,18,0,4,5,,,0,,,1,,0,,0,,,"653,013",,,
kenema (ifrc),2014-09-27,,,,,,,,,,,,,,,31.0,12.0,7.0,12.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,
koinadugu,2014-09-27,0,,,,,,0,,27,0,0,0,0,0,,,,,,,,,,0,,,1,,0,,0,,,"335,471",,,
kono,2014-09-27,0,,,,,,18,,35,1,40,2,0,1,,,,,,,,,,0,,,0,,0,,0,,,"325,003",,,
moyamba,2014-09-27,12.7,,,,,,55,,42,0,12,7,0,0,,,,,,,,,,1,,,0,,0,,0,,,"278,119",,,
police training school,2014-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
port loko,2014-09-27,7.4,,,,,,231,,91,1,10,17,1,1,,,,,,,,,,0,,,0,,0,,0,,,"557,978",,,
pujehun,2014-09-27,18.8,,,,,,16,,4,0,1,3,0,0,,,,,,,,,,0,,,0,,0,,0,,,"335,574",,,
tonkolili,2014-09-27,7.7,,,,,,65,,40,0,4,5,0,0,,,,,,,,,,0,,,0,,0,,0,,,"434,937",,,
western area rural,2014-09-27,3.1,,,,,,128,,120,0,9,4,0,0,,,,,,,,,,11,,,8,,0,,0,,,"263,619",,,
western area urban,2014-09-27,4.3,,,,,,207,,312,1,14,9,1,1,,,,,,,,,,12,,,14,,0,,0,,,"1,040,888",,,
bo,2014-10-10,44,293,288,2,3,661,118,980,119,1,28,52,43,2,,,,,,,,,0,2,13,,2,,0,,1,,98%,654142,,,
bombali,2014-10-10,33,1571,1562,7,2,426,347,1997,178,1,47,115,7,13,,,,,,,,,0,0,23,,1,,0,,0,,98%,494139,,,
bonthe,2014-10-10,100,15,15,0,0,90,1,105,1,0,2,1,1,1,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
kailahun,2014-10-10,41,550,550,0,0,1473,533,1923,283,32,18,218,35,4,,,,,,,,,0,0,0,,0,,0,,0,,100%,465048,,,
kambia,2014-10-10,41,326,325,1,0,86,22,412,9,0,3,9,9,6,,,,,,,,,0,0,0,,0,,0,,0,,100%,341690,,,
kenema,2014-10-10,55,258,258,0,0,2613,436,2871,668,0,43,238,0,4,,,,,,,,,35,2,2,,22,,0,,0,,100%,653013,,,
koinadugu,2014-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,335471.0,,,
kono,2014-10-10,62,278,272,6,0,191,29,469,64,1,50,18,19,2,,,,,,,,,51,0,16,,0,,0,,0,,98%,325003,,,
moyamba,2014-10-10,38,240,240,0,0,272,72,512,55,0,20,27,19,5,,,,,,,,,0,0,0,,2,,0,,0,,100%,278119,,,
port loko,2014-10-10,15,2843,2814,17,12,568,372,3411,144,1,19,56,1,49,,,,,,,,,6,9,102,,3,,0,,1,,97%,557978,,,
pujehun,2014-10-10,38,245,245,0,0,434,24,679,5,0,3,9,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-10-10,25,1337,1337,0,0,544,115,1881,59,0,18,29,17,3,,,,,,,,,12,0,30,,0,,0,,0,,100%,434937,,,
western area,2014-10-10,43.1,,,,,,629.0,,750.0,1.0,76.0,132.0,4.0,8.0,1859.0,616.0,555.0,195.0,21.0,4.0,4.0,,,30.0,,,17.0,,0.0,,3.0,,,1304507.0,,,
western area rural,2014-10-10,,565,524,0,41,695,,1260,,,,,,,,,,,,,,,28,,21,,,,,,,,98%,,,,
western area urban,2014-10-10,,686,597,3,86,969,,1655,,,,,,,,,,,,,,,56,,78,,,,,,,,98%,,,,
bo,2014-10-18,40,238,235,0,3,661,143,921,141,1,49,57,43,3,72,24,30,18,0,3,1,,0,2,0,,6,,0,,1,,100%,654142,,,
bombali,2014-10-18,29,1669,1658,4,7,509,441,2178,237,1,73,127,14,18,,,,,,,,,21,6,16,,5,,0,,5,,98%,494139,,,
bonthe,2014-10-18,50,15,15,0,0,90,2,105,2,0,3,1,1,1,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
hastings-f/town,2014-10-18,,,,,,,,,,,,,,,286.0,78.0,79.0,118.0,12.0,4.0,0.0,,,,,,,,,,,,,,,,
kailahun,2014-10-18,40,485,485,0,0,1688,545,2173,287,32,18,219,35,4,850,240,189,50,0,0,0,,0,4,0,,2,,0,,0,,100%,465048,,,
kambia,2014-10-18,35,260,260,0,0,152,26,412,14,0,4,9,9,6,,,,,,,,,0,0,0,,0,,0,,0,,100%,341690,,,
kenema,2014-10-18,52,284,236,0,40,2662,470,2999,703,0,65,246,0,4,,,,,,,,,0,4,0,,5,,0,,0,,99%,653013,,,
kenema (ifrc),2014-10-18,,,,,,,,,,,,,,,120.0,49.0,29.0,28.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,
kenema (kgh),2014-10-18,,,,,,,,,,,,,,,504.0,254.0,307.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
koinadugu,2014-10-18,0.0,,,,,,2.0,,35.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-10-18,53,325,325,0,0,235,34,560,80,1,54,18,19,2,,,,,,,,,0,0,0,,2,,0,,1,,98%,325003,,,
moyamba,2014-10-18,37,355,355,0,0,488,83,843,66,0,22,31,19,6,,,,,,,,,0,0,0,,0,,0,,0,,100%,278119,,,
port loko,2014-10-18,15,3692,3642,20,30,614,435,4306,166,1,22,66,1,49,,,,,,,,,0,8,0,,6,,0,,0,,98%,557978,,,
pujehun,2014-10-18,48,380,380,0,0,469,25,949,9,0,5,12,2,3,,,,,,,,,0,0,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-10-18,25,1718,1715,3,0,712,146,2430,68,0,24,37,17,3,,,,,,,,,0,0,0,,0,,0,,0,,100%,434937,,,
western area,2014-10-18,38.0,,,,,,802.0,,933.0,1.0,94.0,150.0,4.0,10.0,,,,,,,,,,33.0,,,40.0,,0.0,,0.0,,,1304507.0,,,
western area rural,2014-10-18,,907,820,0,87,923,,1830,,,,,,,,,,,,,,,0,,0,,,,,,,,98%,,,,
western area urban,2014-10-18,,1032,864,0,168,1171,,2203,,,,,,,,,,,,,,,0,,0,,,,,,,,98%,,,,
bo,2014-10-11,42,293,288,2,3,661,125,980,123,1,34,52,43,2,,,,,,,,,0,7,0,,4,,0,,6,,98%,654142,,,
bombali,2014-10-11,33,1571,1558,9,2,426,369,2024,187,1,54,120,7,13,,,,,,,,,31,22,27,,9,,0,,7,,98%,494139,,,
bonthe,2014-10-11,100,15,15,0,0,90,1,105,1,0,2,1,1,1,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
kailahun,2014-10-11,41,550,550,0,0,1473,533,1923,283,32,18,218,35,4,,,,,,,,,0,0,0,,0,,0,,0,,100%,465048,,,
kambia,2014-10-11,38,326,325,1,0,86,24,412,10,0,3,9,9,6,,,,,,,,,0,2,0,,1,,0,,0,,100%,341690,,,
kenema,2014-10-11,55,258,258,0,0,2613,437,2871,676,0,44,238,0,4,,,,,,,,,0,1,0,,8,,0,,1,,100%,653013,,,
koinadugu,2014-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,335471.0,,,
kono,2014-10-11,58,278,276,2,0,191,31,469,67,1,52,18,19,2,,,,,,,,,0,2,0,,3,,0,,2,,100%,325003,,,
moyamba,2014-10-11,36,240,240,0,0,272,75,512,56,0,22,27,19,5,,,,,,,,,0,3,0,,1,,0,,2,,100%,278119,,,
port loko,2014-10-11,14,2843,2814,17,12,568,398,3411,146,1,21,57,1,49,,,,,,,,,0,26,0,,2,,0,,2,,97%,557978,,,
pujehun,2014-10-11,38,245,245,0,0,434,24,679,6,0,3,9,0,0,,,,,,,,,0,0,0,,1,,0,,0,,100%,335574,,,
tonkolili,2014-10-11,27,1337,1337,0,0,544,127,1881,60,0,23,34,17,3,,,,,,,,,0,12,0,,1,,0,,5,,100%,434937,,,
western area,2014-10-11,44.0,,,,,,648.0,,771.0,1.0,82.0,138.0,4.0,8.0,,,,,,,,,,19.0,,,21.0,,0.0,,6.0,,,1304507.0,,,
western area rural,2014-10-11,,565,524,0,41,695,,1260,,,,,,,,,,,,,,,0,,0,,,,,,,,100%,,,,
western area urban,2014-10-11,,686,597,3,86,969,,1655,,,,,,,,,,,,,,,0,,0,,,,,,,,100%,,,,
bo,2014-08-17,8.3,156,147,1,8,110,24,266,62,1,0,2,0,0,,,,,,,,,0,0,0,,0,,0,,0,,95%,"654,142",,,
bombali,2014-08-17,14.3,205,177,0,28,31,7,236,11,1,1,1,0,0,,,,,,,,,5,0,34,,0,,0,,0,,86%,"494,139",,,
bonthe,2014-08-17,0,0,0,0,0,26,1,26,0,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"168,729",,,
kailahun,2014-08-17,42.9,360,357,3,0,834,401,1145,212,32,0,172,32,2,357,124,154,52,2,3,3,,2,0,0,,0,,0,,0,,100%,"465,048",,,
kambia,2014-08-17,0,12,0,0,0,0,1,12,1,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"341,690",,,
kenema,2014-08-17,44.3,619,570,3,46,914,280,1477,324,0,1,124,0,1,282,172,65,35,0,5,1,,65,2,16,,6,,0,,1,,93%,"653,013",,,
koinadugu,2014-08-17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,,,,,,,,0,0,0,,2,,0,,0,,,"335,471",,,
kono,2014-08-17,0,21,21,0,0,38,1,59,16,1,33,0,0,0,,,,,,,,,0,0,21,,0,,0,,0,,100%,"325,003",,,
moyamba,2014-08-17,50,83,83,0,0,9,6,92,12,0,0,3,0,0,,,,,,,,,9,0,4,,0,,0,,0,,100%,"278,119",,,
port loko,2014-08-17,3.6,516,501,0,15,7,28,516,12,1,0,1,1,1,,,,,,,,,0,0,16,,1,,0,,0,,97%,"557,978",,,
pujehun,2014-08-17,0,48,47,1,0,23,3,71,2,0,0,0,0,0,,,,,,,,,12,0,0,,0,,0,,0,,100%,"335,574",,,
tonkolili,2014-08-17,0,8,8,0,0,11,2,19,10,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,"434,937",,,
western area rural,2014-08-17,0,36,36,0,0,0,4,36,9,0,0,0,0,0,,,,,,,,,0,0,0,,1,,0,,0,,100%,"263,619",,,
western area urban,2014-08-17,10,364,364,0,0,132,20,496,70,1,0,2,1,1,,,,,,,,,30,0,0,,3,,0,,0,,100%,"1,040,888",,,
bo,2014-10-07,43,226,226,0,0,661,113,887,110,1,25,49,43,2,,,,,,,,,0,1,0,,6,,0,,1,,100%,654142,,,
bombali,2014-10-07,27,1535,1528,4,3,385,333,1920,160,1,42,89,7,13,,,,,,,,,0,25,491,,17,,0,,7,,98%,494139,,,
bonthe,2014-10-07,100,15,15,0,0,90,1,105,1,0,2,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
kailahun,2014-10-07,41,600,600,0,0,1323,533,1923,283,32,18,218,35,4,,,,,,,,,0,1,39,,1,,0,,0,,100%,465048,,,
kambia,2014-10-07,5,352,351,1,0,50,22,402,8,0,3,1,0,0,,,,,,,,,0,1,9,,1,,0,,0,,100%,341690,,,
kenema,2014-10-07,55,271,271,0,0,2563,431,2834,645,0,46,236,0,4,,,,,,,,,0,0,0,,7,,0,,0,,99%,653013,,,
koinadugu,2014-10-07,0.0,,,,,,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-10-07,69,330,308,22,0,140,26,470,60,1,48,18,19,2,,,,,,,,,0,1,40,,11,,0,,0,,98%,325003,,,
moyamba,2014-10-07,39,258,258,0,0,254,70,512,53,0,19,27,19,5,,,,,,,,,0,1,24,,1,,0,,1,,100%,278119,,,
port loko,2014-10-07,5,2531,2502,11,23,541,343,3072,139,1,18,18,1,1,,,,,,,,,16,2,47,,0,,0,,1,,98%,557978,,,
pujehun,2014-10-07,33,285,285,0,0,384,24,669,5,0,3,8,0,0,,,,,,,,,0,0,14,,0,,0,,0,,100%,335574,,,
tonkolili,2014-10-07,25,1300,1300,0,0,508,114,1808,57,0,18,29,17,3,,,,,,,,,0,14,0,,3,,0,,5,,100%,434937,,,
western area,2014-10-07,5.0,,,,,,575.0,,665.0,1.0,73.0,14.0,1.0,1.0,,,,,,,,,,47.0,,,44.0,,0.0,,10.0,,,,,,
western area rural,2014-10-07,,494,357,0,137,315,,809,,,,,,,,,,,,,,,0,,0,,,,,,,,98%,263619,,,
western area urban,2014-10-07,,675,560,0,100,739,,1414,,,,,,,,,,,,,,,75,,0,,,,,,,,98%,1040888,,,
bo,2014-08-15,8.3,189,178,2,9,69,24,258,59,1,3,2,0,0,,,,,,,,,0,1,0,,0,,1,,2,,94%,"654,142",,,
bombali,2014-08-15,14.3,166,153,1,12,26,7,192,11,1,1,1,0,0,,,,,,,,,11,0,0,,0,,0,,0,,92%,"494,139",,,
bonthe,2014-08-15,0,0,0,0,0,26,1,26,0,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"168,729",,,
kailahun,2014-08-15,41.6,359,355,4,2,818,389,1126,206,32,0,162,32,2,352,116,148,57,4,5,7,,18,0,6,,0,,0,,0,,99%,"465,048",,,
kambia,2014-08-15,0,13,13,0,0,0,1,13,1,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"341,690",,,
kenema,2014-08-15,42.5,464,419,0,45,810,273,1446,311,0,5,116,0,1,273,162,60,47,2,2,0,,14,3,53,,10,,0,,4,,90%,"653,013",,,
koinadugu,2014-08-15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"335,471",,,
kono,2014-08-15,0,0,0,0,0,38,1,38,16,1,33,0,0,0,,,,,,,,,0,0,0,,1,,0,,0,,,"325,003",,,
moyamba,2014-08-15,50,70,70,0,0,9,6,79,12,0,0,3,0,0,,,,,,,,,9,0,0,,0,,0,,0,,100%,"278,119",,,
port loko,2014-08-15,3.6,470,470,0,13,7,28,483,11,1,0,1,1,1,,,,,,,,,0,2,0,,3,,0,,0,,100%,"557,978",,,
pujehun,2014-08-15,0,46,46,0,14,11,3,71,2,0,0,0,0,0,,,,,,,,,0,0,14,,0,,0,,0,,100%,"335,574",,,
tonkolili,2014-08-15,0,8,8,0,0,11,2,19,10,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"434,937",,,
western area rural,2014-08-15,0,36,36,0,0,0,3,36,7,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,"263,619",,,
western area urban,2014-08-15,10.5,391,389,0,0,102,19,493,65,1,0,2,1,1,,,,,,,,,0,4,6,,1,,0,,0,,99%,"1,040,888",,,
bo,2014-11-20,29.7,275.0,275.0,0.0,0.0,961.0,229.0,1279.0,402.0,1.0,96.0,68.0,43.0,8.0,,,,,,,,15.0,0.0,2.0,0.0,,17.0,,0.0,,2.0,,100.0,654142.0,2.0,,
bombali,2014-11-20,23.5,1343.0,1301.0,2.0,40.0,4431.0,745.0,5774.0,562.0,6.0,101.0,175.0,19.0,22.0,,,,,,,,23.0,145.0,18.0,46.0,,40.0,,0.0,,4.0,,97.0,494139.0,6.0,,
bonthe,2014-11-20,66.7,43.0,43.0,0.0,0.0,125.0,3.0,168.0,7.0,0.0,4.0,2.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,100.0,168729.0,0.0,,
kailahun,2014-11-20,40.8,524.0,524.0,0.0,0.0,2450.0,559.0,2974.0,321.0,32.0,18.0,228.0,35.0,4.0,,,,,,,,0.0,0.0,0.0,26.0,,0.0,,0.0,,0.0,,100.0,465048.0,0.0,,
kambia,2014-11-20,30.5,114.0,114.0,0.0,0.0,629.0,59.0,743.0,50.0,0.0,11.0,18.0,9.0,6.0,,,,,,,,4.0,0.0,1.0,6.0,,4.0,,0.0,,0.0,,100.0,341690.0,1.0,,
kenema,2014-11-20,52.8,17.0,17.0,0.0,0.0,3025.0,494.0,3170.0,1004.0,0.0,100.0,261.0,0.0,5.0,,,,,,,,18.0,0.0,0.0,0.0,,18.0,,0.0,,1.0,,100.0,653013.0,0.0,,
koinadugu,2014-11-20,28.2,247.0,247.0,0.0,0.0,8.0,78.0,255.0,63.0,32.0,18.0,22.0,32.0,0.0,,,,,,,,4.0,0.0,2.0,0.0,,6.0,,0.0,,0.0,,100.0,335471.0,0.0,,
kono,2014-11-20,37.5,525.0,506.0,19.0,0.0,412.0,72.0,937.0,119.0,1.0,73.0,27.0,19.0,2.0,,,,,,,,5.0,0.0,10.0,0.0,,8.0,,0.0,,5.0,,100.0,325003.0,4.0,,
moyamba,2014-11-20,24.7,313.0,313.0,0.0,0.0,1068.0,154.0,1481.0,176.0,1.0,47.0,38.0,20.0,9.0,,,,,,,,4.0,0.0,3.0,58.0,,7.0,,0.0,,1.0,,100.0,278119.0,0.0,,
port loko,2014-11-20,15.3,6275.0,6235.0,4.0,36.0,1468.0,771.0,7743.0,560.0,1.0,155.0,118.0,1.0,74.0,,,,,,,,15.0,0.0,25.0,15.0,,28.0,,0.0,,13.0,,99.0,557978.0,9.0,,
pujehun,2014-11-20,53.3,119.0,119.0,0.0,0.0,1103.0,30.0,1222.0,18.0,0.0,10.0,16.0,2.0,3.0,,,,,,,,0.0,0.0,0.0,24.0,,0.0,,0.0,,0.0,,100.0,335574.0,0.0,,
tonkolili,2014-11-20,21.9,1518.0,1518.0,0.0,0.0,1547.0,320.0,3065.0,195.0,4.0,68.0,70.0,21.0,4.0,,,,,,,,1.0,110.0,2.0,0.0,,2.0,,0.0,,0.0,,100.0,434937.0,0.0,,
western area rural,2014-11-20,14.3,1672.0,1495.0,2.0,0.0,3535.0,743.0,5357.0,748.0,0.0,96.0,106.0,2.0,12.0,,,,,,,,11.0,35.0,6.0,175.0,,27.0,,0.0,,0.0,,90.0,263619.0,0.0,,
western area urban,2014-11-20,12.7,2320.0,2075.0,2.0,0.0,4693.0,1047.0,7916.0,1473.0,1.0,211.0,133.0,4.0,8.0,,,,,,,,30.0,112.0,25.0,243.0,,56.0,,0.0,,10.0,,90.0,1040888.0,10.0,,
bo,2014-10-19,39,238,234,0,4,661,148,921,146,1,50,58,43,3,87,25,38,24,5,0,3,,0,5,0,,5,,0,,1,,100%,654142,,,
